"ID","RVO2021_MindistAnyFarm_INV","RVO2021_MindistAnyFarm_NEG","RVO2021_MindistCattleFarm5plus_INV","RVO2021_MindistCattleFarm5plus_NEG","RVO2021_MindistChickenFarm250plus_INV","RVO2021_MindistChickenFarm250plus_NEG","RVO2021_MindistDucksTurkeyPoultryFarm250plus_INV","RVO2021_MindistDucksTurkeyPoultryFarm250plus_NEG","RVO2021_MindistGoatFarm50plus_INV","RVO2021_MindistGoatFarm50plus_NEG","RVO2021_MindistHorsePonyDonkeyFarm5plus_INV","RVO2021_MindistHorsePonyDonkeyFarm5plus_NEG","RVO2021_MindistPigFarm15plus_INV","RVO2021_MindistPigFarm15plus_NEG","RVO2021_MindistSheepFarm50plus_INV","RVO2021_MindistSheepFarm50plus_NEG","RVO2021_nCattle_1000m","RVO2021_nCattle_2000m","RVO2021_nCattle_250m","RVO2021_nCattle_3000m","RVO2021_nCattle_500m","RVO2021_nCattleFarm_1000m","RVO2021_nCattleFarm_2000m","RVO2021_nCattleFarm_250m","RVO2021_nCattleFarm_3000m","RVO2021_nCattleFarm_500m","RVO2021_nCattleFarmWghtDist_1000m","RVO2021_nCattleFarmWghtDist_2000m","RVO2021_nCattleFarmWghtDist_250m","RVO2021_nCattleFarmWghtDist_3000m","RVO2021_nCattleFarmWghtDist_500m","RVO2021_nCattleWghtDist_1000m","RVO2021_nCattleWghtDist_2000m","RVO2021_nCattleWghtDist_250m","RVO2021_nCattleWghtDist_3000m","RVO2021_nCattleWghtDist_500m","RVO2021_nChickenFarm_1000m","RVO2021_nChickenFarm_2000m","RVO2021_nChickenFarm_250m","RVO2021_nChickenFarm_3000m","RVO2021_nChickenFarm_500m","RVO2021_nChickenFarmWghtDist_1000m","RVO2021_nChickenFarmWghtDist_2000m","RVO2021_nChickenFarmWghtDist_250m","RVO2021_nChickenFarmWghtDist_3000m","RVO2021_nChickenFarmWghtDist_500m","RVO2021_nChickens_1000m","RVO2021_nChickens_2000m","RVO2021_nChickens_250m","RVO2021_nChickens_3000m","RVO2021_nChickens_500m","RVO2021_nChickensWghtDist_1000m","RVO2021_nChickensWghtDist_2000m","RVO2021_nChickensWghtDist_250m","RVO2021_nChickensWghtDist_3000m","RVO2021_nChickensWghtDist_500m","RVO2021_nDucksTurkeysPoultry_1000m","RVO2021_nDucksTurkeysPoultry_2000m","RVO2021_nDucksTurkeysPoultry_250m","RVO2021_nDucksTurkeysPoultry_3000m","RVO2021_nDucksTurkeysPoultry_500m","RVO2021_nDucksTurkeysPoultryFarm_1000m","RVO2021_nDucksTurkeysPoultryFarm_2000m","RVO2021_nDucksTurkeysPoultryFarm_250m","RVO2021_nDucksTurkeysPoultryFarm_3000m","RVO2021_nDucksTurkeysPoultryFarm_500m","RVO2021_nDucksTurkeysPoultryFarmWghtDist_1000m","RVO2021_nDucksTurkeysPoultryFarmWghtDist_2000m","RVO2021_nDucksTurkeysPoultryFarmWghtDist_250m","RVO2021_nDucksTurkeysPoultryFarmWghtDist_3000m","RVO2021_nDucksTurkeysPoultryFarmWghtDist_500m","RVO2021_nDucksTurkeysPoultryWghtDist_1000m","RVO2021_nDucksTurkeysPoultryWghtDist_2000m","RVO2021_nDucksTurkeysPoultryWghtDist_250m","RVO2021_nDucksTurkeysPoultryWghtDist_3000m","RVO2021_nDucksTurkeysPoultryWghtDist_500m","RVO2021_nGoatFarm_1000m","RVO2021_nGoatFarm_2000m","RVO2021_nGoatFarm_250m","RVO2021_nGoatFarm_3000m","RVO2021_nGoatFarm_500m","RVO2021_nGoatFarmWghtDist_1000m","RVO2021_nGoatFarmWghtDist_2000m","RVO2021_nGoatFarmWghtDist_250m","RVO2021_nGoatFarmWghtDist_3000m","RVO2021_nGoatFarmWghtDist_500m","RVO2021_nGoats_1000m","RVO2021_nGoats_2000m","RVO2021_nGoats_250m","RVO2021_nGoats_3000m","RVO2021_nGoats_500m","RVO2021_nGoatsWghtDist_1000m","RVO2021_nGoatsWghtDist_2000m","RVO2021_nGoatsWghtDist_250m","RVO2021_nGoatsWghtDist_3000m","RVO2021_nGoatsWghtDist_500m","RVO2021_nHorsesPoniesDonkeyFarm_1000m","RVO2021_nHorsesPoniesDonkeyFarm_2000m","RVO2021_nHorsesPoniesDonkeyFarm_250m","RVO2021_nHorsesPoniesDonkeyFarm_3000m","RVO2021_nHorsesPoniesDonkeyFarm_500m","RVO2021_nHorsesPoniesDonkeyFarmWghtDist_1000m","RVO2021_nHorsesPoniesDonkeyFarmWghtDist_2000m","RVO2021_nHorsesPoniesDonkeyFarmWghtDist_250m","RVO2021_nHorsesPoniesDonkeyFarmWghtDist_3000m","RVO2021_nHorsesPoniesDonkeyFarmWghtDist_500m","RVO2021_nHorsesPoniesDonkeys_1000m","RVO2021_nHorsesPoniesDonkeys_2000m","RVO2021_nHorsesPoniesDonkeys_250m","RVO2021_nHorsesPoniesDonkeys_3000m","RVO2021_nHorsesPoniesDonkeys_500m","RVO2021_nHorsesPoniesDonkeysWghtDist_1000m","RVO2021_nHorsesPoniesDonkeysWghtDist_2000m","RVO2021_nHorsesPoniesDonkeysWghtDist_250m","RVO2021_nHorsesPoniesDonkeysWghtDist_3000m","RVO2021_nHorsesPoniesDonkeysWghtDist_500m","RVO2021_nPigFarm_1000m","RVO2021_nPigFarm_2000m","RVO2021_nPigFarm_250m","RVO2021_nPigFarm_3000m","RVO2021_nPigFarm_500m","RVO2021_nPigFarmWghtDist_1000m","RVO2021_nPigFarmWghtDist_2000m","RVO2021_nPigFarmWghtDist_250m","RVO2021_nPigFarmWghtDist_3000m","RVO2021_nPigFarmWghtDist_500m","RVO2021_nPigs_1000m","RVO2021_nPigs_2000m","RVO2021_nPigs_250m","RVO2021_nPigs_3000m","RVO2021_nPigs_500m","RVO2021_nPigsWghtDist_1000m","RVO2021_nPigsWghtDist_2000m","RVO2021_nPigsWghtDist_250m","RVO2021_nPigsWghtDist_3000m","RVO2021_nPigsWghtDist_500m","RVO2021_nSheep_1000m","RVO2021_nSheep_2000m","RVO2021_nSheep_250m","RVO2021_nSheep_3000m","RVO2021_nSheep_500m","RVO2021_nSheepFarm_1000m","RVO2021_nSheepFarm_2000m","RVO2021_nSheepFarm_250m","RVO2021_nSheepFarm_3000m","RVO2021_nSheepFarm_500m","RVO2021_nSheepFarmWghtDist_1000m","RVO2021_nSheepFarmWghtDist_2000m","RVO2021_nSheepFarmWghtDist_250m","RVO2021_nSheepFarmWghtDist_3000m","RVO2021_nSheepFarmWghtDist_500m","RVO2021_nSheepWghtDist_1000m","RVO2021_nSheepWghtDist_2000m","RVO2021_nSheepWghtDist_250m","RVO2021_nSheepWghtDist_3000m","RVO2021_nSheepWghtDist_500m"
"14269",0.00157728706624606,-634,0.000496031746031746,-2016,0.00157728706624606,-634,0.000920810313075506,-1086,0.00073909830007391,-1353,0.000465549348230912,-2148,0.000497512437810945,-2010,0.000214500214500215,-4662,0,4,0,1087,0,0,0,0,10,0,0,0,0,0.00414679191985735,0,0,0.00230725798943452,0,0.458138055259953,0,2,3,0,4,0,0.00260082851967492,0.00311976987930128,0,0.00351008994175249,0,99517,164615,0,292558,0,109.090031287434,142.872075916391,0,192.810795666586,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000920810313075506,0,0.000920810313075506,0,0,6.19290976058932,0,6.19290976058932,0,0,1,0,2,0,0,0.00073909830007391,0,0.00120464764830482,0,0,1918,0,6405,0,0,1.41759053954176,0,3.50651046505386,0,0,0,0,2,0,0,0,0,0.000844768157483851,0,0,2,0,31,0,0,0.00134228187919463,0,0.0131703020392195,0,0,0,0,3,0,0,0,0,0.00133904467354195,0,0,0,0,10090,0,0,0,0,4.79459830835825,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00160599571734475,0,0.00160599571734475,0
"14271",0.00156985871271586,-637,0.000486381322957198,-2056,0.00156985871271586,-637,0.000914913083257091,-1093,0.000767459708365311,-1303,0.000484496124031008,-2064,0.000477783086478739,-2093,0.000213492741246798,-4684,0,4,0,1087,0,0,0,0,10,0,0,0,0,0.00420582714427739,0,0,0.00241294350559483,0,0.462024161073444,0,1,3,0,4,0,0.00156985871271586,0.00309624662474974,0,0.00350012384607445,0,13057,164615,0,292558,0,20.4976452119309,140.846728417175,0,192.519991745123,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000914913083257091,0,0.000914913083257091,0,0,6.15324794144556,0,6.15324794144556,0,0,1,0,2,0,0,0.000767459708365311,0,0.00125195583239632,0,0,1918,0,6405,0,0,1.47198772064467,0,3.6459218291718,0,0,0,0,2,0,0,0,0,0.000865448504983389,0,0,2,0,31,0,0,0.00131492439184747,0,0.0134399381249863,0,0,0,0,3,0,0,0,0,0.00134998970690095,0,0,0,0,10090,0,0,0,0,4.71650585766658,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00166944908180301,0,0.00166944908180301,0
"14278",0.00156494522691706,-639,0.000509683995922528,-1962,0.00156494522691706,-639,0.000925069380203515,-1081,0.000711743772241993,-1405,0.000446627958910228,-2239,0.000520562207183758,-1921,0.000215749730312837,-4635,0,24,0,972,0,0,1,0,9,0,0,0.000509683995922528,0,0.00376586843473729,0,0,0.0123950139492631,0,0.417539082446666,0,2,2,0,4,0,0.0026344639434946,0.0026344639434946,0,0.00350644522379376,0,99517,99517,0,292558,0,112.90407806315,112.90407806315,0,193.356592869851,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000925069380203515,0,0.000925069380203515,0,0,6.22155411655874,0,6.22155411655874,0,0,1,0,2,0,0,0.000711743772241993,0,0.00115837173115222,0,0,1918,0,6405,0,0,1.36512455516014,0,3.36914420679033,0,0,0,0,2,0,0,0,0,0.000822709192456674,0,0,2,0,28,0,0,0.00137268359643102,0,0.0119094172456802,0,0,1,0,3,0,0,0.000520562207183758,0,0.00133236899684054,0,0,6683,0,10090,0,0,3.47891723060906,0,4.89659910576656,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00154083204930663,0,0.00154083204930663,0
"14321",0.00255754475703325,-391,0.00255754475703325,-391,0.000292056074766355,-3424,0.000102082482645978,-9796,0.00017223561832587,-5806,0.00125156445556946,-799,0.000504032258064516,-1984,0.000638162093171666,-1567,369,373,0,987,299,4,4,0,7,2,0.00761229353767041,0.00761229353767041,0,0.00891073768267979,0.00472674215399637,0.862963974598437,0.865516622971123,0,1.14146034033311,0.76082240875224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0.00443247286078014,0,0.00803718270910584,0,1,2,0,2,0,0.00125156445556946,0.00184258100403282,0,0.00184258100403282,0,47.5,69.5,0,77.5,0,0.0594493116395494,0.0724766432123169,0,0.0756770898219351,0,0,1,0,3,0,0,0.000504032258064516,0,0.00140262687691297,0,0,3166,0,5143,0,0,1.59576612903226,0,2.52439576222297,0,0,422,0,442,0,0,1,0,1,0,0,0.000638162093171666,0,0.000638162093171666,0,0,0.2692350797356,0,0.2769694029901,0
"14322",0.0016,-625,0.000503018108651912,-1988,0.0016,-625,0.000925925925925926,-1080,8e-04,-1250,0.000497017892644135,-2012,0.000488042947779405,-2049,0.000213720880530028,-4679,0,197,0,1087,0,0,1,0,10,0,0,0.000503018108651912,0,0.00426051869543576,0,0,0.0995558954233194,0,0.466127993273949,0,1,3,0,4,0,0.0016,0.0031301677579723,0,0.00354304967374439,0,13057,164615,0,292558,0,20.8912,141.181634764628,0,194.006985714256,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000925925925925926,0,0.000925925925925926,0,0,6.22731481481481,0,6.22731481481481,0,0,1,0,2,0,0,8e-04,0,0.00129701789264414,0,0,1918,0,6405,0,0,1.5344,0,3.76451928429423,0,0,0,0,2,0,0,0,0,0.000875519028147542,0,0,2,0,31,0,0,0.00131147540983607,0,0.0136009235623576,0,0,0,0,3,0,0,0,0,0.00136492103204969,0,0,0,0,10090,0,0,0,0,4.68677948832599,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00170357751277683,0,0.00170357751277683,0
"14325",0.00169491525423729,-590,0.000497265042267529,-2011,0.00169491525423729,-590,0.000956937799043062,-1045,0.000802568218298555,-1246,0.000485672656629432,-2059,0.000483091787439614,-2070,0.000215470803706098,-4641,0,4,0,1087,0,0,0,0,10,0,0,0,0,0.00423942391265985,0,0,0.00239929832614719,0,0.464669464047039,0,2,3,0,4,0,0.00270706100322514,0.00325530661726023,0,0.00366049300299767,0,99517,164615,0,292558,0,109.640629932066,145.330322914522,0,197.171084664927,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000956937799043062,0,0.000956937799043062,0,0,6.43588516746411,0,6.43588516746411,0,0,1,0,2,0,0,0.000802568218298555,0,0.00128824087492799,0,0,1918,0,6405,0,0,1.53932584269663,0,3.71853905299289,0,0,0,0,2,0,0,0,0,0.000859644234789492,0,0,2,0,31,0,0,0.00134861766689144,0,0.0134342956590405,0,0,0,0,3,0,0,0,0,0.00136410337608603,0,0,0,0,10090,0,0,0,0,4.73809844794372,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00165745856353591,0,0.00165745856353591,0
"14328",0.00458715596330275,-218,0.00458715596330275,-218,0.0010989010989011,-910,0.000169520257670792,-5899,0.000534473543559594,-1871,0.000859845227858985,-1163,0.00189753320683112,-527,0.000310173697270471,-3224,81,766,81,1494,81,2,11,2,20,2,0.00878883663557166,0.0145873309236727,0.00878883663557166,0.0181653064158436,0.00878883663557166,0.359609899005474,0.779519111096746,0.359609899005474,1.08253982228018,0.359609899005474,1,6,0,14,0,0.0010989010989011,0.00471241045959409,0,0.00795192477812827,0,48625,327743,0,1009430,0,53.4340659340659,254.278147672683,0,529.71006952305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.000534473543559594,0,0.000534473543559594,0,0,1338,0,1338,0,0,0.715154661579906,0,0.715154661579906,0,0,3,0,4,0,0,0.00194385606796739,0,0.00234099665573546,0,1,51.25,0,99.42,0,0.00169491525423729,0.0349139384846692,0,0.0540082703886438,0,2,6,0,12,0,0.00290559772296015,0.00524118812112407,0,0.00766604694619233,0,7770,15650,0,34859,0,9.38923149905123,13.765716476197,0,22.1247749609835,0,5,66,5,114,5,0,0,0,0,0,0,0,0,0,0,0.0229357798165138,0.0628837998949944,0.0229357798165138,0.0832904110933862,0.0229357798165138
"14341",0.00226244343891403,-442,0.000558035714285714,-1792,0.00226244343891403,-442,0.00113636363636364,-880,0.000798722044728434,-1252,0.000432525951557093,-2312,0.000540248514316586,-1851,0.000225275963054742,-4439,0,21,0,1047,0,0,1,0,10,0,0,0.000558035714285714,0,0.00418921329509816,0,0,0.0117833792919409,0,0.449578662145463,0,2,2,0,4,1,0.00359577677224736,0.00359577677224736,0,0.00444832589591032,0.00226244343891403,99517,99517,0,292558,13057,144.8207239819,144.8207239819,0,223.450257595981,29.5407239819005,6725.5,6725.5,0,6725.5,0,1,1,0,1,0,0.00113636363636364,0.00113636363636364,0,0.00113636363636364,0,7.64261363636364,7.64261363636364,0,7.64261363636364,0,0,1,0,3,0,0,0.000798722044728434,0,0.00158138805230794,0,0,1918,0,8496,0,0,1.53194888178914,0,4.20483568356867,0,0,0,0,2,0,0,0,0,0.000782543452432137,0,0,2,0,33,0,0,0.00158227848101266,0,0.0133571541790423,0,0,1,0,3,0,0,0.000540248514316586,0,0.0013709789832694,0,0,6683,0,10090,0,0,3.61048082117774,0,5.06892858490051,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014499758337361,0
"14343",0.00238095238095238,-420,0.000583771161704612,-1713,0.00238095238095238,-420,0.001194743130227,-837,0.000788643533123028,-1268,0.000417536534446764,-2395,0.000564971751412429,-1770,0.000228571428571429,-4375,0,327,0,1060,0,0,2,0,10,0,0,0.00109241816068732,0,0.004203690349231,0,0,0.167912770978389,0,0.457010644067227,0,2,2,0,4,1,0.00386024232178078,0.00386024232178078,0,0.00468393068596202,0.00238095238095238,99517,99517,0,292558,13057,158.987503522119,158.987503522119,0,235.060630318469,31.0880952380952,6725.5,6725.5,0,6725.5,0,1,1,0,1,0,0.001194743130227,0.001194743130227,0,0.001194743130227,0,8.0352449223417,8.0352449223417,0,8.0352449223417,0,0,1,0,3,0,0,0.000788643533123028,0,0.00156589229778562,0,0,1918,0,8496,0,0,1.51261829652997,0,4.13826299997389,0,0,0,0,2,0,0,0,0,0.000760237014227436,0,0,2,0,31,0,0,0.00167084377610693,0,0.0125100225229868,0,0,1,0,3,0,0,0.000564971751412429,0,0.00137676538499421,0,0,6683,0,10090,0,0,3.77570621468927,0,5.20195492608913,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139275766016713,0
"14367",0.00364963503649635,-274,0.00364963503649635,-274,0.00227790432801822,-439,0.000181225081551287,-5518,0.0015552099533437,-643,0.00267379679144385,-374,0.000627746390458255,-1593,0.000293944738389183,-3402,40,1149,0,2481,17,2,9,0,21,1,0.00562202162426755,0.0103436458883724,0,0.0150234439825185,0.00364963503649635,0.106574333870321,0.791027950623738,0,1.30245476314505,0.062043795620438,2,3,0,12,2,0.00453524067113335,0.00546288445591999,0,0.00929715624814989,0.00453524067113335,152455,201080,0,942486,152455,345.786396334785,390.893075370036,0,713.588101653629,345.786396334785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0015552099533437,0.0015552099533437,0,0.0015552099533437,0,1336,1336,0,1343,0,2.07859485093604,2.07859485093604,0,2.08190767630282,0,2,3,0,3,1,0.00464618337921505,0.00519533219854509,0,0.00519533219854509,0.00267379679144385,29,46.25,0,50.25,19,0.0705260049151452,0.0803562915429483,0,0.0818492763804431,0.0508021390374332,0,2,0,8,0,0,0.00122263038807872,0,0.00364378342348138,0,2,7772,0,21026,0,0.00394477317554241,4.68370262215268,0,10.1525967998084,0,14,19,0,124,0,0,0,0,0,0,0,0,0,0,0,0.0276134122287968,0.0307759675735154,0,0.0758839842551925,0
"14384",0.00248138957816377,-403,0.000578034682080925,-1730,0.00248138957816377,-403,0.00120481927710843,-830,0.000806451612903226,-1240,0.000422832980972516,-2365,0.000554631170271769,-1803,0.000228310502283105,-4380,0,327,0,1234,0,0,2,0,11,0,0,0.00107803468208093,0,0.00454093322660076,0,0,0.165162378358827,0,0.51406572808803,0,2,2,0,4,1,0.00393487795025679,0.00393487795025679,0,0.00476963447504222,0.00248138957816377,99517,99517,0,292558,13057,158.068108373247,158.068108373247,0,235.113207120839,32.3995037220844,6725.5,6725.5,0,6725.5,0,1,1,0,1,0,0.00120481927710843,0.00120481927710843,0,0.00120481927710843,0,8.10301204819277,8.10301204819277,0,8.10301204819277,0,0,1,0,3,0,0,0.000806451612903226,0,0.00158732254589866,0,0,1918,0,8496,0,0,1.54677419354839,0,4.19268313685198,0,0,0,0,2,0,0,0,0,0.000765886154214368,0,0,2,0,33,0,0,0.00166112956810631,0,0.0132439261350048,0,0,1,0,3,0,0,0.000554631170271769,0,0.00137783768365868,0,0,6683,0,10090,0,0,3.70660011092623,0,5.15333477816025,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140911225927666,0
"14387",0.00256410256410256,-390,0.000613120784794605,-1631,0.00256410256410256,-390,0.00127877237851662,-782,0.000791765637371338,-1263,0.000405350628293474,-2467,0.000586510263929619,-1705,0.000232504068821204,-4301,0,327,0,1245,0,0,2,0,11,0,0,0.00113668099421869,0,0.00457927572301728,0,0,0.173037770736085,0,0.524451165185318,0,2,2,0,5,1,0.00423634336677815,0.00423634336677815,0,0.0053734070629,0.00256410256410256,99517,99517,0,370589,13057,178.061426978818,178.061426978818,0,278.332610491682,33.4794871794872,6725.5,6725.5,0,6725.5,0,1,1,0,1,0,0.00127877237851662,0.00127877237851662,0,0.00127877237851662,0,8.60038363171356,8.60038363171356,0,8.60038363171356,0,0,1,0,3,0,0,0.000791765637371338,0,0.00156762386107052,0,0,1918,0,8496,0,0,1.51860649247823,0,4.11214614362437,0,0,0,0,2,0,0,0,0,0.000739575227223955,0,0,2,0,28,0,0,0.00178412132024978,0,0.0114007920808391,0,0,1,0,3,0,0,0.000586510263929619,0,0.00138690598083876,0,0,6683,0,10090,0,0,3.91964809384164,0,5.32745834099687,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134288272157565,0
"14398",0.00157728706624606,-634,0.000536768652710682,-1863,0.00157728706624606,-634,0.000949667616334283,-1053,0.000687285223367698,-1455,0.000421762969211303,-2371,0.000558971492453885,-1789,0.000218914185639229,-4568,0,327,0,873,0,0,2,0,9,0,0,0.00105143669182545,0,0.00374281264836292,0,0,0.168831695758896,0,0.385931665373367,0,2,2,0,4,0,0.00274278823174722,0.00274278823174722,0,0.00356675470552628,0,99517,99517,0,292558,0,121.363867993206,121.363867993206,0,197.567967126255,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000949667616334283,0,0.000949667616334283,0,0,6.38698955365622,0,6.38698955365622,0,0,1,0,3,0,0,0.000687285223367698,0,0.00144872210562248,0,0,1918,0,8496,0,0,1.31821305841924,0,3.92092165344427,0,0,0,0,2,0,0,0,0,0.000788600826878215,0,0,2,0,28,0,0,0.00144092219020173,0,0.0115508583119514,0,0,1,0,3,0,0,0.000558971492453885,0,0.0013373427565989,0,0,6683,0,10090,0,0,3.73560648406931,0,5.09577974085077,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144648023143684,0
"14422",0.00139275766016713,-718,0.000912408759124088,-1096,0.00139275766016713,-718,0.00087260034904014,-1146,0.000526038926880589,-1901,0.000305157155935307,-3277,0.00113507377979569,-881,0.000247586036147561,-4039,0,381,0,1239,0,0,3,0,8,0,0,0.00241152105384224,0,0.00444583342838395,0,0,0.332481589834803,0,0.675619918350118,0,1,2,0,3,0,0.00139275766016713,0.00234242527650141,0,0.00268952697729975,0,86460,99517,0,177548,0,120.41782729805,132.817637364527,0,159.902330179522,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.00087260034904014,0,0.00087260034904014,0,0,5.86867364746946,0,5.86867364746946,0,0,1,0,2,0,0,0.000526038926880589,0,0.000964827869399238,0,0,1918,0,4009,0,0,1.00894266175697,0,1.92645034056346,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0.00187265917602996,0,0.00275644176551295,0,1,1,0,2,0,0.00113507377979569,0.00113507377979569,0,0.00146851826128952,0,6683,6683,0,8906,0,7.58569807037457,7.58569807037457,0,8.32694515273536,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100435219283562,0
"14424",0.0012853470437018,-778,0.000982318271119843,-1018,0.0012853470437018,-778,0.000828500414250207,-1207,0.00050709939148073,-1972,0.00029806259314456,-3355,0.00124688279301746,-802,0.000248447204968944,-4025,0,381,0,1043,0,0,3,0,7,0,0,0.00252938119470098,0,0.00426667596611377,0,0,0.356092052943067,0,0.640037062508159,0,1,2,0,3,0,0.0012853470437018,0.00217030279591419,0,0.00251668312151169,0,86460,99517,0,177548,0,111.131105398458,122.685972655095,0,149.714375841794,0,0,6725.5,0,6725.5,0,0,1,0,1,0,0,0.000828500414250207,0,0.000828500414250207,0,0,5.57207953603977,0,5.57207953603977,0,0,1,0,2,0,0,0.00050709939148073,0,0.00095114912505089,0,0,1918,0,4009,0,0,0.972616632860041,0,1.90112462575524,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0.00181983621474067,0,0.00271709956153296,0,1,1,0,1,0,0.00124688279301746,0.00124688279301746,0,0.00124688279301746,0,6683,6683,0,6683,0,8.33291770573566,8.33291770573566,0,8.33291770573566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14428",0.0072992700729927,-137,0.0072992700729927,-137,0.00128369704749679,-779,0.000166889185580774,-5992,0.000578034682080925,-1730,0.000970873786407767,-1030,0.0020703933747412,-483,0.000305903946160905,-3269,81,637,81,1521,81,2,10,2,21,2,0.0115365582085859,0.0169344459378101,0.0115365582085859,0.0213343316942306,0.0115365582085859,0.438141779042435,0.789414855719826,0.438141779042435,1.17013600278818,0.438141779042435,1,6,0,14,0,0.00128369704749679,0.00481645136417456,0,0.00802038934595423,0,48625,327743,0,1009430,0,62.4197689345314,262.539973698185,0,537.999900246638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.000578034682080925,0,0.000578034682080925,0,0,1336,0,1338,0,0,0.772305995364553,0,0.77327639808168,0,0,3,0,4,0,0,0.00209233686439258,0,0.00247503873963177,0,1,51.25,0,99.75,1,0.0022075055187638,0.0377815432686803,0,0.0563239249904492,0.0022075055187638,2,6,0,12,1,0.00315381699337609,0.00545685164948408,0,0.00779629756436247,0.0020703933747412,7770,15650,0,34859,1750,10.1453985899791,14.5997984617573,0,22.5966326076695,3.6231884057971,5,63,5,114,5,0,0,0,0,0,0,0,0,0,0,0.0211864406779661,0.0583572370002351,0.0211864406779661,0.080119259560138,0.0211864406779661
"14435",0.00191570881226054,-522,0.000647668393782383,-1544,0.00191570881226054,-522,0.00114155251141553,-876,0.00127226463104326,-786,0.000526592943654555,-1899,0.0006265664160401,-1596,0.00022517451024544,-4441,0,336,0,1089,0,0,3,0,10,0,0,0.00173385842753207,0,0.00463556043799771,0,0,0.204395466409674,0,0.500522722503903,0,1,3,0,5,0,0.00191570881226054,0.00351566681412603,0,0.00432510631913077,0,13057,164615,0,463158,0,25.0134099616858,149.927437094434,0,269.259241450353,0,6725.5,6725.5,0,6725.5,0,1,1,0,1,0,0.00114155251141553,0.00114155251141553,0,0.00114155251141553,0,7.67751141552511,7.67751141552511,0,7.67751141552511,0,1,2,0,2,0,0.00127226463104326,0.00179885757469781,0,0.00179885757469781,0,1918,6405,0,6405,0,2.44020356234097,4.80302610051896,0,4.80302610051896,0,0,1,0,2,0,0,0.000526592943654555,0,0.000861152997184164,0,0,14,0,31,0,0,0.00783681883193314,0,0.0139123597798237,0,0,1,0,3,0,0,0.0006265664160401,0,0.00152252697217176,0,0,2223,0,10090,0,0,1.39285714285714,0,4.77686835766684,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00165654334621756,0,0.00165654334621756,0
"14456",0.00268096514745308,-373,0.00268096514745308,-373,0.00099601593625498,-1004,0.000176709666018731,-5659,0.000612745098039216,-1632,0.00117508813160987,-851,0.00103412616339193,-967,0.00034965034965035,-2860,98,418,0,1916,31,3,8,0,20,1,0.00513430847864402,0.00863254013372386,0,0.0132873985142058,0.00268096514745308,0.169592875604277,0.39664766380302,0,0.977270297348325,0.0831099195710456,0,6,0,15,0,0,0.00442962024575469,0,0.00780360630748571,0,0,327743,0,941867,0,0,241.004445937894,0,481.922379428296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.000612745098039216,0,0.000612745098039216,0,0,1336,0,1347,0,0,0.818978004913549,0,0.823208224997792,0,1,3,0,3,0,0.00117508813160987,0.0026541951996831,0,0.0026541951996831,0,20,46.25,0,52.75,0,0.0237613947301428,0.0428717466824715,0,0.0457241034101457,0,1,4,0,12,0,0.00103412616339193,0.00300600448182818,0,0.00632504733195992,0,1750,9406,0,34859,0,1.80972078593588,7.24627139103673,0,18.6004839655682,0,5,107,0,197,0,0,0,0,1,0,0,0,0,0.00034965034965035,0,0.0067842605156038,0.0699642130312727,0,0.102315390123121,0
