"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","var","conf.low","conf.high","label"
"12","Prevotella_pallens_51","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.105582077500824,0.22971315757291,0.645912636923533,"KRD_nGoatsWghtDist.3000m.sum",0.875813744981061,812,558,"KRD_nGoatsWghtDist.3000m.sum",-0.555819866343728,0.34465571134208,NA
"13","Prevotella_109","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.117525402863285,0.161420633480428,0.466789128468256,"KRD_nGoatsWghtDist.3000m.sum",0.789216633012665,812,246,"KRD_nGoatsWghtDist.3000m.sum",-0.433909844484923,0.198859038758354,NA
"14","Haemophilus_14","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.11939940319445,0.142252362027539,0.401529908111833,"KRD_nGoatsWghtDist.3000m.sum",0.75404677579687,812,781,"KRD_nGoatsWghtDist.3000m.sum",-0.398214032768426,0.159415226379526,NA
"15","Leptotrichia_17","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.120498807355262,0.164707241448147,0.464635665484304,"KRD_nGoatsWghtDist.3000m.sum",0.789216633012665,812,741,"KRD_nGoatsWghtDist.3000m.sum",-0.44332500059363,0.202327385883105,NA
"16","Streptococcus_10","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.125194068615105,0.100439863519556,0.212969553104793,"KRD_nGoatsWghtDist.3000m.sum",0.556783145372009,812,811,"KRD_nGoatsWghtDist.3000m.sum",-0.322056201113434,0.0716680638832248,NA
"17","Prevotella_salivae_29","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.125729512309324,0.142502335634516,0.377886851033171,"KRD_nGoatsWghtDist.3000m.sum",0.740954609868963,812,769,"KRD_nGoatsWghtDist.3000m.sum",-0.405034090152977,0.153575065534328,NA
"18","Alloprevotella_61","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.133057098577241,0.200996288960648,0.508174041551002,"KRD_nGoatsWghtDist.3000m.sum",0.809875569795837,812,645,"KRD_nGoatsWghtDist.3000m.sum",-0.527009824940111,0.260895627785628,NA
"19","Atopobium_parvulum_73","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.140547061775944,0.152070182395158,0.355654285351848,"KRD_nGoatsWghtDist.3000m.sum",0.725825072146628,812,750,"KRD_nGoatsWghtDist.3000m.sum",-0.438604619270453,0.157510495718566,NA
"20","Fusobacterium_periodonticum_18","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.147736898843425,0.221920839627172,0.505787098579057,"KRD_nGoatsWghtDist.3000m.sum",0.809875569795837,812,664,"KRD_nGoatsWghtDist.3000m.sum",-0.582701744512682,0.287227946825833,NA
"21","Neisseria_13","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.152576695663531,0.214388087095102,0.476872363823766,"KRD_nGoatsWghtDist.3000m.sum",0.792596746178004,812,630,"KRD_nGoatsWghtDist.3000m.sum",-0.572777346369931,0.267623955042869,NA
"22","Veillonella_62","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.158229680592627,0.244731382325149,0.518116622965178,"KRD_nGoatsWghtDist.3000m.sum",0.819156716150479,812,421,"KRD_nGoatsWghtDist.3000m.sum",-0.637903189949918,0.321443828764664,NA
"23","Streptococcus_8","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.160334331324989,0.099936282580539,0.109037254745002,"KRD_nGoatsWghtDist.3000m.sum",0.398982630196751,812,811,"KRD_nGoatsWghtDist.3000m.sum",-0.356209445182845,0.0355407825328675,NA
"24","Lachnoanaerobaculum_54","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.173788631743713,0.171112060381645,0.310113920595199,"KRD_nGoatsWghtDist.3000m.sum",0.689142045767109,812,710,"KRD_nGoatsWghtDist.3000m.sum",-0.509168270091737,0.161591006604312,NA
"25","Rothia_mucilaginosa_70","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.177331864925978,0.188461901673968,0.347024750827668,"KRD_nGoatsWghtDist.3000m.sum",0.725825072146628,812,317,"KRD_nGoatsWghtDist.3000m.sum",-0.546717192206955,0.192053462355,NA
"26","Prevotella_16","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.182303927231607,0.202040943889773,0.367169093682054,"KRD_nGoatsWghtDist.3000m.sum",0.738028329009153,812,670,"KRD_nGoatsWghtDist.3000m.sum",-0.578304177255562,0.213696322792349,NA
"27","Actinomyces_odontolyticus_15","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.182864592774246,0.114027952363835,0.10918791305817,"KRD_nGoatsWghtDist.3000m.sum",0.398982630196751,812,806,"KRD_nGoatsWghtDist.3000m.sum",-0.406359379407361,0.0406301938588703,NA
"28","Streptococcus_4","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.188983842150392,0.105604166083224,0.0739132850595179,"KRD_nGoatsWghtDist.3000m.sum",0.360552610046429,812,810,"KRD_nGoatsWghtDist.3000m.sum",-0.395968007673511,0.018000323372727,NA
"29","Leptotrichia_66","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.19559617563638,0.200381131206868,0.329306496979942,"KRD_nGoatsWghtDist.3000m.sum",0.708186015010627,812,567,"KRD_nGoatsWghtDist.3000m.sum",-0.588343192801841,0.197150841529081,NA
"30","Selenomonas_60","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.202881657983419,0.171157286850743,0.236238316730986,"KRD_nGoatsWghtDist.3000m.sum",0.594880728952715,812,707,"KRD_nGoatsWghtDist.3000m.sum",-0.538349940210876,0.132586624244038,NA
"31","Porphyromonas_pasteri_35","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.20701329214957,0.219262535224483,0.345392598693321,"KRD_nGoatsWghtDist.3000m.sum",0.725825072146628,812,627,"KRD_nGoatsWghtDist.3000m.sum",-0.636767861189557,0.222741276890417,NA
"32","Actinomyces_graevenitzii_22","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.211975282361622,0.162484049632945,0.19241584245729,"KRD_nGoatsWghtDist.3000m.sum",0.523580523693306,812,736,"KRD_nGoatsWghtDist.3000m.sum",-0.530444019642193,0.106493454918949,NA
"33","Megasphaera_micronuciformis_45","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.259914257539759,0.163869674036652,0.113120097926629,"KRD_nGoatsWghtDist.3000m.sum",0.398982630196751,812,724,"KRD_nGoatsWghtDist.3000m.sum",-0.581098818651598,0.0612703035720795,NA
"34","Gemella_27","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.275184391906659,0.127270853030222,0.0309057590053173,"KRD_nGoatsWghtDist.3000m.sum",0.24918872397705,812,786,"KRD_nGoatsWghtDist.3000m.sum",-0.524635263845893,-0.0257335199674239,"*"
"35","Lachnospiraceae_65","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.315039187659383,0.208424198155141,0.131057745467517,"KRD_nGoatsWghtDist.3000m.sum",0.429273139553871,812,553,"KRD_nGoatsWghtDist.3000m.sum",-0.723550616043459,0.0934722407246926,NA
"36","Actinomyces_19","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.338460979492644,0.177730159056627,0.057230928979715,"KRD_nGoatsWghtDist.3000m.sum",0.323782797068949,812,699,"KRD_nGoatsWghtDist.3000m.sum",-0.686812091243633,0.00989013225834595,NA
"37","Rothia_mucilaginosa_37","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.354949730230627,0.201344603683264,0.0783084729556845,"KRD_nGoatsWghtDist.3000m.sum",0.364225455607835,812,528,"KRD_nGoatsWghtDist.3000m.sum",-0.749585153449825,0.0396856929885704,NA
"38","Prevotella_histicola_12","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.371667378019066,0.192134662535776,0.0534230507703179,"KRD_nGoatsWghtDist.3000m.sum",0.314253239825399,812,712,"KRD_nGoatsWghtDist.3000m.sum",-0.748251316589187,0.00491656055105472,NA
"39","Prevotella_21","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.389366423072755,0.198924655773942,0.0506609541894556,"KRD_nGoatsWghtDist.3000m.sum",0.302453457847496,812,609,"KRD_nGoatsWghtDist.3000m.sum",-0.779258748389683,0.00052590224417165,NA
"40","Stomatobaculum_79","KRD_nGoatsWghtDist.3000m.sum","KRD_nGoatsWghtDist.3000m.sum",-0.446519746669938,0.238469466740971,0.0615187314431003,"KRD_nGoatsWghtDist.3000m.sum",0.323782797068949,812,544,"KRD_nGoatsWghtDist.3000m.sum",-0.913919901482241,0.0208804081423647,NA
